email_id,rfq_id,vendor_id,direction,timestamp,from_email,to_email,subject,body_snippet,bid_amount_usd,delivery_days
EML-02876,RFQ-0174,V001,inbound,2024-07-27 17:31:00,allison@kovacsprecis.com,procurement@meridian-industrial.com,Re: Request for Quotation – RFQ-0174,Thank you for your RFQ. We confirm receipt and will submit our competitive quotation before 2024-08-07. We are pleased to support Meridian's requirements.,,
EML-02877,RFQ-0174,V001,inbound,2024-08-05 14:19:00,allison@kovacsprecis.com,procurement@meridian-industrial.com,Quotation Submission – RFQ-0174 – Kovacs Precision GmbH,"Dear Procurement Team, please find our quotation for RFQ-0174. Unit price: USD 123.90. Total: USD 31,222.80. Lead time: 44 days. Valid 30 days. We look forward to your favourable consideration.",31222.8,44.0
EML-02878,RFQ-0174,V024,outbound,2024-07-26 09:15:00,procurement@meridian-industrial.com,tim@baltictechua.com,Request for Quotation – RFQ-0174 – Mechanical Parts,"Dear Tim, please find attached our RFQ RFQ-0174 for Mechanical Parts components. Bid deadline: 2024-08-07. Target delivery: 2024-09-03. Please confirm receipt.",,
EML-02879,RFQ-0174,V024,inbound,2024-08-05 09:36:00,tim@baltictechua.com,procurement@meridian-industrial.com,Quotation Submission – RFQ-0174 – BalticTech UAB,"Dear Procurement Team, please find our quotation for RFQ-0174. Unit price: USD 119.79. Total: USD 30,187.08. Lead time: 55 days. Valid 30 days. We look forward to your favourable consideration.",30187.08,55.0
EML-02880,RFQ-0175,V006,outbound,2024-09-22 09:15:00,procurement@meridian-industrial.com,andrew@brightsparke.com,Request for Quotation – RFQ-0175 – Electrical Components,"Dear Andrew, please find attached our RFQ RFQ-0175 for Electrical Components components. Bid deadline: 2024-10-01. Target delivery: 2024-10-16. Please confirm receipt.",,
EML-02881,RFQ-0175,V006,inbound,2024-09-23 10:22:00,andrew@brightsparke.com,procurement@meridian-industrial.com,Re: Request for Quotation – RFQ-0175,Thank you for your RFQ. We confirm receipt and will submit our competitive quotation before 2024-10-01. We are pleased to support Meridian's requirements.,,
EML-02882,RFQ-0175,V006,inbound,2024-09-30 13:57:00,andrew@brightsparke.com,procurement@meridian-industrial.com,Quotation Submission – RFQ-0175 – Bright Spark Electronics Ltd,"Dear Procurement Team, please find our quotation for RFQ-0175. Unit price: USD 312.51. Total: USD 38,126.22. Lead time: 19 days. Valid 30 days. We look forward to your favourable consideration.",38126.22,19.0
EML-02883,RFQ-0175,V021,outbound,2024-09-22 09:15:00,procurement@meridian-industrial.com,terry@heliosmicros.com,Request for Quotation – RFQ-0175 – Electrical Components,"Dear Terry, please find attached our RFQ RFQ-0175 for Electrical Components components. Bid deadline: 2024-10-01. Target delivery: 2024-10-25. Please confirm receipt.",,
EML-02884,RFQ-0175,V021,inbound,2024-09-23 09:39:00,terry@heliosmicros.com,procurement@meridian-industrial.com,Re: Request for Quotation – RFQ-0175,Thank you for your RFQ. We confirm receipt and will submit our competitive quotation before 2024-10-01. We are pleased to support Meridian's requirements.,,
EML-02885,RFQ-0175,V021,inbound,2024-09-30 17:32:00,terry@heliosmicros.com,procurement@meridian-industrial.com,Quotation Submission – RFQ-0175 – Helios Micro Systems,"Dear Procurement Team, please find our quotation for RFQ-0175. Unit price: USD 275.85. Total: USD 33,653.70. Lead time: 35 days. Valid 30 days. We look forward to your favourable consideration.",33653.7,35.0
EML-02886,RFQ-0175,V002,outbound,2024-09-22 09:15:00,procurement@meridian-industrial.com,lance@tanakaelectr.com,Request for Quotation – RFQ-0175 – Electrical Components,"Dear Lance, please find attached our RFQ RFQ-0175 for Electrical Components components. Bid deadline: 2024-10-01. Target delivery: 2024-10-24. Please confirm receipt.",,
EML-02887,RFQ-0175,V011,outbound,2024-09-22 09:15:00,procurement@meridian-industrial.com,lisa@solarispower.com,Request for Quotation – RFQ-0175 – Electrical Components,"Dear Lisa, please find attached our RFQ RFQ-0175 for Electrical Components components. Bid deadline: 2024-10-01. Target delivery: 2024-10-21. Please confirm receipt.",,
EML-02888,RFQ-0175,V018,outbound,2024-09-22 09:15:00,procurement@meridian-industrial.com,jennifer@guangzhoumec.com,Request for Quotation – RFQ-0175 – Electrical Components,"Dear Jennifer, please find attached our RFQ RFQ-0175 for Electrical Components components. Bid deadline: 2024-10-01. Target delivery: 2024-10-22. Please confirm receipt.",,
EML-02889,RFQ-0175,V018,inbound,2024-09-23 12:54:00,jennifer@guangzhoumec.com,procurement@meridian-industrial.com,Re: Request for Quotation – RFQ-0175,Thank you for your RFQ. We confirm receipt and will submit our competitive quotation before 2024-10-01. We are pleased to support Meridian's requirements.,,
EML-02890,RFQ-0175,V018,inbound,2024-09-30 17:47:00,jennifer@guangzhoumec.com,procurement@meridian-industrial.com,Quotation Submission – RFQ-0175 – Guangzhou Mech & Elec Co.,"Dear Procurement Team, please find our quotation for RFQ-0175. Unit price: USD 246.35. Total: USD 30,054.70. Lead time: 32 days. Valid 30 days. We look forward to your favourable consideration.",30054.7,32.0
EML-02891,RFQ-0175,V016,outbound,2024-09-22 09:15:00,procurement@meridian-industrial.com,james@precisionarc.com,Request for Quotation – RFQ-0175 – Electrical Components,"Dear James, please find attached our RFQ RFQ-0175 for Electrical Components components. Bid deadline: 2024-10-01. Target delivery: 2024-10-22. Please confirm receipt.",,
EML-02892,RFQ-0175,V013,outbound,2024-09-22 09:15:00,procurement@meridian-industrial.com,john@vantagesenso.com,Request for Quotation – RFQ-0175 – Electrical Components,"Dear John, please find attached our RFQ RFQ-0175 for Electrical Components components. Bid deadline: 2024-10-01. Target delivery: 2024-10-23. Please confirm receipt.",,
EML-02893,RFQ-0175,V013,inbound,2024-10-01 17:38:00,john@vantagesenso.com,procurement@meridian-industrial.com,Quotation Submission – RFQ-0175 – Vantage Sensors GmbH,"Dear Procurement Team, please find our quotation for RFQ-0175. Unit price: USD 282.37. Total: USD 34,449.14. Lead time: 30 days. Valid 30 days. We look forward to your favourable consideration.",34449.14,30.0
EML-02894,RFQ-0176,V004,outbound,2024-07-02 09:15:00,procurement@meridian-industrial.com,sandra@strömberghyd.com,Request for Quotation – RFQ-0176 – Mechanical Parts,"Dear Sandra, please find attached our RFQ RFQ-0176 for Mechanical Parts components. Bid deadline: 2024-07-11. Target delivery: 2024-08-02. Please confirm receipt.",,
EML-02895,RFQ-0176,V004,inbound,2024-07-03 14:11:00,sandra@strömberghyd.com,procurement@meridian-industrial.com,Re: Request for Quotation – RFQ-0176,Thank you for your RFQ. We confirm receipt and will submit our competitive quotation before 2024-07-11. We are pleased to support Meridian's requirements.,,
EML-02896,RFQ-0176,V004,inbound,2024-07-09 17:08:00,sandra@strömberghyd.com,procurement@meridian-industrial.com,Quotation Submission – RFQ-0176 – Strömberg Hydraulics AB,"Dear Procurement Team, please find our quotation for RFQ-0176. Unit price: USD 233.84. Total: USD 89,560.72. Lead time: 16 days. Valid 30 days. We look forward to your favourable consideration.",89560.72,16.0
EML-02897,RFQ-0176,V007,outbound,2024-07-02 09:15:00,procurement@meridian-industrial.com,jessica@nakamuratool.com,Request for Quotation – RFQ-0176 – Mechanical Parts,"Dear Jessica, please find attached our RFQ RFQ-0176 for Mechanical Parts components. Bid deadline: 2024-07-11. Target delivery: 2024-08-08. Please confirm receipt.",,
EML-02898,RFQ-0176,V007,inbound,2024-07-03 09:30:00,jessica@nakamuratool.com,procurement@meridian-industrial.com,Re: Request for Quotation – RFQ-0176,Thank you for your RFQ. We confirm receipt and will submit our competitive quotation before 2024-07-11. We are pleased to support Meridian's requirements.,,
EML-02899,RFQ-0176,V007,inbound,2024-07-09 10:42:00,jessica@nakamuratool.com,procurement@meridian-industrial.com,Quotation Submission – RFQ-0176 – Nakamura Tooling Co.,"Dear Procurement Team, please find our quotation for RFQ-0176. Unit price: USD 242.15. Total: USD 92,743.45. Lead time: 30 days. Valid 30 days. We look forward to your favourable consideration.",92743.45,30.0
EML-02900,RFQ-0176,V024,outbound,2024-07-02 09:15:00,procurement@meridian-industrial.com,tim@baltictechua.com,Request for Quotation – RFQ-0176 – Mechanical Parts,"Dear Tim, please find attached our RFQ RFQ-0176 for Mechanical Parts components. Bid deadline: 2024-07-11. Target delivery: 2024-08-06. Please confirm receipt.",,
EML-02901,RFQ-0176,V024,inbound,2024-07-03 10:44:00,tim@baltictechua.com,procurement@meridian-industrial.com,Re: Request for Quotation – RFQ-0176,Thank you for your RFQ. We confirm receipt and will submit our competitive quotation before 2024-07-11. We are pleased to support Meridian's requirements.,,
EML-02902,RFQ-0176,V024,inbound,2024-07-11 17:10:00,tim@baltictechua.com,procurement@meridian-industrial.com,Quotation Submission – RFQ-0176 – BalticTech UAB,"Dear Procurement Team, please find our quotation for RFQ-0176. Unit price: USD 241.97. Total: USD 92,674.51. Lead time: 46 days. Valid 30 days. We look forward to your favourable consideration.",92674.51,46.0
EML-02903,RFQ-0176,V009,outbound,2024-07-02 09:15:00,procurement@meridian-industrial.com,nathan@fischersöhne.com,Request for Quotation – RFQ-0176 – Mechanical Parts,"Dear Nathan, please find attached our RFQ RFQ-0176 for Mechanical Parts components. Bid deadline: 2024-07-11. Target delivery: 2024-08-02. Please confirm receipt.",,
EML-02904,RFQ-0176,V009,inbound,2024-07-03 12:03:00,nathan@fischersöhne.com,procurement@meridian-industrial.com,Re: Request for Quotation – RFQ-0176,Thank you for your RFQ. We confirm receipt and will submit our competitive quotation before 2024-07-11. We are pleased to support Meridian's requirements.,,
EML-02905,RFQ-0176,V009,inbound,2024-07-10 13:06:00,nathan@fischersöhne.com,procurement@meridian-industrial.com,Quotation Submission – RFQ-0176 – Fischer & Söhne KG,"Dear Procurement Team, please find our quotation for RFQ-0176. Unit price: USD 229.66. Total: USD 87,959.78. Lead time: 10 days. Valid 30 days. We look forward to your favourable consideration.",87959.78,10.0
EML-02906,RFQ-0176,V017,outbound,2024-07-02 09:15:00,procurement@meridian-industrial.com,amy@türkmakinaaş.com,Request for Quotation – RFQ-0176 – Mechanical Parts,"Dear Amy, please find attached our RFQ RFQ-0176 for Mechanical Parts components. Bid deadline: 2024-07-11. Target delivery: 2024-07-29. Please confirm receipt.",,
EML-02907,RFQ-0176,V017,inbound,2024-07-03 12:15:00,amy@türkmakinaaş.com,procurement@meridian-industrial.com,Re: Request for Quotation – RFQ-0176,Thank you for your RFQ. We confirm receipt and will submit our competitive quotation before 2024-07-11. We are pleased to support Meridian's requirements.,,
EML-02908,RFQ-0176,V017,inbound,2024-07-11 17:08:00,amy@türkmakinaaş.com,procurement@meridian-industrial.com,Quotation Submission – RFQ-0176 – Türk Makina A.Ş.,"Dear Procurement Team, please find our quotation for RFQ-0176. Unit price: USD 216.91. Total: USD 83,076.53. Lead time: 39 days. Valid 30 days. We look forward to your favourable consideration.",83076.53,39.0
EML-02909,RFQ-0176,V019,outbound,2024-07-02 09:15:00,procurement@meridian-industrial.com,daniel@emeraldislec.com,Request for Quotation – RFQ-0176 – Mechanical Parts,"Dear Daniel, please find attached our RFQ RFQ-0176 for Mechanical Parts components. Bid deadline: 2024-07-11. Target delivery: 2024-08-02. Please confirm receipt.",,
EML-02910,RFQ-0176,V019,inbound,2024-07-10 13:44:00,daniel@emeraldislec.com,procurement@meridian-industrial.com,Quotation Submission – RFQ-0176 – Emerald Isle Castings Ltd,"Dear Procurement Team, please find our quotation for RFQ-0176. Unit price: USD 244.08. Total: USD 93,482.64. Lead time: 53 days. Valid 30 days. We look forward to your favourable consideration.",93482.64,53.0
EML-02911,RFQ-0176,V001,outbound,2024-07-02 09:15:00,procurement@meridian-industrial.com,allison@kovacsprecis.com,Request for Quotation – RFQ-0176 – Mechanical Parts,"Dear Allison, please find attached our RFQ RFQ-0176 for Mechanical Parts components. Bid deadline: 2024-07-11. Target delivery: 2024-07-28. Please confirm receipt.",,
EML-02912,RFQ-0176,V010,outbound,2024-07-02 09:15:00,procurement@meridian-industrial.com,timothy@adriaticfast.com,Request for Quotation – RFQ-0176 – Mechanical Parts,"Dear Timothy, please find attached our RFQ RFQ-0176 for Mechanical Parts components. Bid deadline: 2024-07-11. Target delivery: 2024-07-25. Please confirm receipt.",,
EML-02913,RFQ-0176,V010,inbound,2024-07-04 15:02:00,timothy@adriaticfast.com,procurement@meridian-industrial.com,Re: Request for Quotation – RFQ-0176,Thank you for your RFQ. We confirm receipt and will submit our competitive quotation before 2024-07-11. We are pleased to support Meridian's requirements.,,
EML-02914,RFQ-0176,V010,inbound,2024-07-08 17:37:00,timothy@adriaticfast.com,procurement@meridian-industrial.com,Quotation Submission – RFQ-0176 – Adriatic Fastenings d.o.o.,"Dear Procurement Team, please find our quotation for RFQ-0176. Unit price: USD 216.37. Total: USD 82,869.71. Lead time: 20 days. Valid 30 days. We look forward to your favourable consideration.",82869.71,20.0
EML-02915,RFQ-0177,V002,outbound,2024-10-24 09:15:00,procurement@meridian-industrial.com,lance@tanakaelectr.com,Request for Quotation – RFQ-0177 – Electrical Components,"Dear Lance, please find attached our RFQ RFQ-0177 for Electrical Components components. Bid deadline: 2024-11-11. Target delivery: 2024-12-08. Please confirm receipt.",,
EML-02916,RFQ-0177,V002,inbound,2024-10-26 16:50:00,lance@tanakaelectr.com,procurement@meridian-industrial.com,Re: Request for Quotation – RFQ-0177,Thank you for your RFQ. We confirm receipt and will submit our competitive quotation before 2024-11-11. We are pleased to support Meridian's requirements.,,
EML-02917,RFQ-0177,V002,inbound,2024-11-09 14:45:00,lance@tanakaelectr.com,procurement@meridian-industrial.com,Quotation Submission – RFQ-0177 – Tanaka Electrical KK,"Dear Procurement Team, please find our quotation for RFQ-0177. Unit price: USD 173.23. Total: USD 30,142.02. Lead time: 30 days. Valid 30 days. We look forward to your favourable consideration.",30142.02,30.0
EML-02918,RFQ-0177,V011,outbound,2024-10-24 09:15:00,procurement@meridian-industrial.com,lisa@solarispower.com,Request for Quotation – RFQ-0177 – Electrical Components,"Dear Lisa, please find attached our RFQ RFQ-0177 for Electrical Components components. Bid deadline: 2024-11-11. Target delivery: 2024-11-29. Please confirm receipt.",,
EML-02919,RFQ-0177,V016,outbound,2024-10-24 09:15:00,procurement@meridian-industrial.com,james@precisionarc.com,Request for Quotation – RFQ-0177 – Electrical Components,"Dear James, please find attached our RFQ RFQ-0177 for Electrical Components components. Bid deadline: 2024-11-11. Target delivery: 2024-11-30. Please confirm receipt.",,
EML-02920,RFQ-0177,V016,inbound,2024-10-26 14:30:00,james@precisionarc.com,procurement@meridian-industrial.com,Re: Request for Quotation – RFQ-0177,Thank you for your RFQ. We confirm receipt and will submit our competitive quotation before 2024-11-11. We are pleased to support Meridian's requirements.,,
EML-02921,RFQ-0177,V016,inbound,2024-11-10 13:47:00,james@precisionarc.com,procurement@meridian-industrial.com,Quotation Submission – RFQ-0177 – Precision Arc Systems,"Dear Procurement Team, please find our quotation for RFQ-0177. Unit price: USD 159.19. Total: USD 27,699.06. Lead time: 50 days. Valid 30 days. We look forward to your favourable consideration.",27699.06,50.0
EML-02922,RFQ-0177,V021,outbound,2024-10-24 09:15:00,procurement@meridian-industrial.com,terry@heliosmicros.com,Request for Quotation – RFQ-0177 – Electrical Components,"Dear Terry, please find attached our RFQ RFQ-0177 for Electrical Components components. Bid deadline: 2024-11-11. Target delivery: 2024-12-07. Please confirm receipt.",,
EML-02923,RFQ-0177,V021,inbound,2024-10-25 10:11:00,terry@heliosmicros.com,procurement@meridian-industrial.com,Re: Request for Quotation – RFQ-0177,Thank you for your RFQ. We confirm receipt and will submit our competitive quotation before 2024-11-11. We are pleased to support Meridian's requirements.,,
EML-02924,RFQ-0177,V021,inbound,2024-11-09 14:10:00,terry@heliosmicros.com,procurement@meridian-industrial.com,Quotation Submission – RFQ-0177 – Helios Micro Systems,"Dear Procurement Team, please find our quotation for RFQ-0177. Unit price: USD 167.48. Total: USD 29,141.52. Lead time: 50 days. Valid 30 days. We look forward to your favourable consideration.",29141.52,50.0
EML-02925,RFQ-0177,V013,outbound,2024-10-24 09:15:00,procurement@meridian-industrial.com,john@vantagesenso.com,Request for Quotation – RFQ-0177 – Electrical Components,"Dear John, please find attached our RFQ RFQ-0177 for Electrical Components components. Bid deadline: 2024-11-11. Target delivery: 2024-12-04. Please confirm receipt.",,
EML-02926,RFQ-0177,V006,outbound,2024-10-24 09:15:00,procurement@meridian-industrial.com,andrew@brightsparke.com,Request for Quotation – RFQ-0177 – Electrical Components,"Dear Andrew, please find attached our RFQ RFQ-0177 for Electrical Components components. Bid deadline: 2024-11-11. Target delivery: 2024-12-08. Please confirm receipt.",,
EML-02927,RFQ-0177,V006,inbound,2024-10-26 10:41:00,andrew@brightsparke.com,procurement@meridian-industrial.com,Re: Request for Quotation – RFQ-0177,Thank you for your RFQ. We confirm receipt and will submit our competitive quotation before 2024-11-11. We are pleased to support Meridian's requirements.,,
EML-02928,RFQ-0177,V006,inbound,2024-11-11 17:36:00,andrew@brightsparke.com,procurement@meridian-industrial.com,Quotation Submission – RFQ-0177 – Bright Spark Electronics Ltd,"Dear Procurement Team, please find our quotation for RFQ-0177. Unit price: USD 183.26. Total: USD 31,887.24. Lead time: 28 days. Valid 30 days. We look forward to your favourable consideration.",31887.24,28.0
EML-02929,RFQ-0177,V018,outbound,2024-10-24 09:15:00,procurement@meridian-industrial.com,jennifer@guangzhoumec.com,Request for Quotation – RFQ-0177 – Electrical Components,"Dear Jennifer, please find attached our RFQ RFQ-0177 for Electrical Components components. Bid deadline: 2024-11-11. Target delivery: 2024-11-25. Please confirm receipt.",,
EML-02930,RFQ-0177,V018,inbound,2024-11-08 13:52:00,jennifer@guangzhoumec.com,procurement@meridian-industrial.com,Quotation Submission – RFQ-0177 – Guangzhou Mech & Elec Co.,"Dear Procurement Team, please find our quotation for RFQ-0177. Unit price: USD 151.72. Total: USD 26,399.28. Lead time: 26 days. Valid 30 days. We look forward to your favourable consideration.",26399.28,26.0
EML-02931,RFQ-0178,V020,outbound,2024-09-23 09:15:00,procurement@meridian-industrial.com,brandy@rajasthanrar.com,Request for Quotation – RFQ-0178 – Raw Materials,"Dear Brandy, please find attached our RFQ RFQ-0178 for Raw Materials components. Bid deadline: 2024-10-09. Target delivery: 2024-10-24. Please confirm receipt.",,
EML-02932,RFQ-0178,V020,inbound,2024-10-09 12:53:00,brandy@rajasthanrar.com,procurement@meridian-industrial.com,Quotation Submission – RFQ-0178 – Rajasthan Rare Earths Ltd,"Dear Procurement Team, please find our quotation for RFQ-0178. Unit price: USD 3.44. Total: USD 185.76. Lead time: 20 days. Valid 30 days. We look forward to your favourable consideration.",185.76,20.0
EML-02933,RFQ-0178,V005,outbound,2024-09-23 09:15:00,procurement@meridian-industrial.com,henry@cerronegrome.com,Request for Quotation – RFQ-0178 – Raw Materials,"Dear Henry, please find attached our RFQ RFQ-0178 for Raw Materials components. Bid deadline: 2024-10-09. Target delivery: 2024-10-25. Please confirm receipt.",,
EML-02934,RFQ-0178,V005,inbound,2024-10-08 15:31:00,henry@cerronegrome.com,procurement@meridian-industrial.com,Quotation Submission – RFQ-0178 – Cerro Negro Metals SA,"Dear Procurement Team, please find our quotation for RFQ-0178. Unit price: USD 3.25. Total: USD 175.50. Lead time: 19 days. Valid 30 days. We look forward to your favourable consideration.",175.5,19.0
EML-02935,RFQ-0178,V023,outbound,2024-09-23 09:15:00,procurement@meridian-industrial.com,rebecca@saharaindust.com,Request for Quotation – RFQ-0178 – Raw Materials,"Dear Rebecca, please find attached our RFQ RFQ-0178 for Raw Materials components. Bid deadline: 2024-10-09. Target delivery: 2024-11-02. Please confirm receipt.",,
EML-02936,RFQ-0178,V003,outbound,2024-09-23 09:15:00,procurement@meridian-industrial.com,gabrielle@patelalloysp.com,Request for Quotation – RFQ-0178 – Raw Materials,"Dear Gabrielle, please find attached our RFQ RFQ-0178 for Raw Materials components. Bid deadline: 2024-10-09. Target delivery: 2024-11-04. Please confirm receipt.",,
EML-02937,RFQ-0178,V003,inbound,2024-09-25 08:30:00,gabrielle@patelalloysp.com,procurement@meridian-industrial.com,Re: Request for Quotation – RFQ-0178,Thank you for your RFQ. We confirm receipt and will submit our competitive quotation before 2024-10-09. We are pleased to support Meridian's requirements.,,
EML-02938,RFQ-0178,V003,inbound,2024-10-06 08:36:00,gabrielle@patelalloysp.com,procurement@meridian-industrial.com,Quotation Submission – RFQ-0178 – Patel Alloys Pvt Ltd,"Dear Procurement Team, please find our quotation for RFQ-0178. Unit price: USD 3.69. Total: USD 199.26. Lead time: 10 days. Valid 30 days. We look forward to your favourable consideration.",199.26,10.0
EML-02939,RFQ-0178,V012,outbound,2024-09-23 09:15:00,procurement@meridian-industrial.com,alex@indracopperw.com,Request for Quotation – RFQ-0178 – Raw Materials,"Dear Alex, please find attached our RFQ RFQ-0178 for Raw Materials components. Bid deadline: 2024-10-09. Target delivery: 2024-11-06. Please confirm receipt.",,
EML-02940,RFQ-0178,V012,inbound,2024-09-25 14:05:00,alex@indracopperw.com,procurement@meridian-industrial.com,Re: Request for Quotation – RFQ-0178,Thank you for your RFQ. We confirm receipt and will submit our competitive quotation before 2024-10-09. We are pleased to support Meridian's requirements.,,
EML-02941,RFQ-0178,V012,inbound,2024-10-06 14:07:00,alex@indracopperw.com,procurement@meridian-industrial.com,Quotation Submission – RFQ-0178 – Indra Copper Works,"Dear Procurement Team, please find our quotation for RFQ-0178. Unit price: USD 3.65. Total: USD 197.10. Lead time: 22 days. Valid 30 days. We look forward to your favourable consideration.",197.1,22.0
EML-02942,RFQ-0178,V015,outbound,2024-09-23 09:15:00,procurement@meridian-industrial.com,shannon@nordicsteela.com,Request for Quotation – RFQ-0178 – Raw Materials,"Dear Shannon, please find attached our RFQ RFQ-0178 for Raw Materials components. Bid deadline: 2024-10-09. Target delivery: 2024-10-31. Please confirm receipt.",,
EML-02943,RFQ-0178,V015,inbound,2024-09-24 14:19:00,shannon@nordicsteela.com,procurement@meridian-industrial.com,Re: Request for Quotation – RFQ-0178,Thank you for your RFQ. We confirm receipt and will submit our competitive quotation before 2024-10-09. We are pleased to support Meridian's requirements.,,
EML-02944,RFQ-0178,V015,inbound,2024-10-08 11:29:00,shannon@nordicsteela.com,procurement@meridian-industrial.com,Quotation Submission – RFQ-0178 – Nordic Steel AS,"Dear Procurement Team, please find our quotation for RFQ-0178. Unit price: USD 3.53. Total: USD 190.62. Lead time: 17 days. Valid 30 days. We look forward to your favourable consideration.",190.62,17.0
EML-02945,RFQ-0178,V014,outbound,2024-09-23 09:15:00,procurement@meridian-industrial.com,amy@coastalalloy.com,Request for Quotation – RFQ-0178 – Raw Materials,"Dear Amy, please find attached our RFQ RFQ-0178 for Raw Materials components. Bid deadline: 2024-10-09. Target delivery: 2024-11-07. Please confirm receipt.",,
EML-02946,RFQ-0178,V014,inbound,2024-09-25 16:23:00,amy@coastalalloy.com,procurement@meridian-industrial.com,Re: Request for Quotation – RFQ-0178,Thank you for your RFQ. We confirm receipt and will submit our competitive quotation before 2024-10-09. We are pleased to support Meridian's requirements.,,
EML-02947,RFQ-0178,V014,inbound,2024-10-06 17:18:00,amy@coastalalloy.com,procurement@meridian-industrial.com,Quotation Submission – RFQ-0178 – Coastal Alloys Pty Ltd,"Dear Procurement Team, please find our quotation for RFQ-0178. Unit price: USD 3.61. Total: USD 194.94. Lead time: 26 days. Valid 30 days. We look forward to your favourable consideration.",194.94,26.0
EML-02948,RFQ-0178,V008,outbound,2024-09-23 09:15:00,procurement@meridian-industrial.com,zachary@deltacomposi.com,Request for Quotation – RFQ-0178 – Raw Materials,"Dear Zachary, please find attached our RFQ RFQ-0178 for Raw Materials components. Bid deadline: 2024-10-09. Target delivery: 2024-10-24. Please confirm receipt.",,
EML-02949,RFQ-0178,V008,inbound,2024-10-06 09:53:00,zachary@deltacomposi.com,procurement@meridian-industrial.com,Quotation Submission – RFQ-0178 – Delta Composites Inc.,"Dear Procurement Team, please find our quotation for RFQ-0178. Unit price: USD 3.39. Total: USD 183.06. Lead time: 11 days. Valid 30 days. We look forward to your favourable consideration.",183.06,11.0
EML-02950,RFQ-0179,V006,outbound,2024-02-12 09:15:00,procurement@meridian-industrial.com,andrew@brightsparke.com,Request for Quotation – RFQ-0179 – Electrical Components,"Dear Andrew, please find attached our RFQ RFQ-0179 for Electrical Components components. Bid deadline: 2024-02-26. Target delivery: 2024-03-19. Please confirm receipt.",,
EML-02951,RFQ-0179,V006,inbound,2024-02-14 10:14:00,andrew@brightsparke.com,procurement@meridian-industrial.com,Re: Request for Quotation – RFQ-0179,Thank you for your RFQ. We confirm receipt and will submit our competitive quotation before 2024-02-26. We are pleased to support Meridian's requirements.,,
EML-02952,RFQ-0179,V006,inbound,2024-02-24 15:36:00,andrew@brightsparke.com,procurement@meridian-industrial.com,Quotation Submission – RFQ-0179 – Bright Spark Electronics Ltd,"Dear Procurement Team, please find our quotation for RFQ-0179. Unit price: USD 568.83. Total: USD 97,269.93. Lead time: 26 days. Valid 30 days. We look forward to your favourable consideration.",97269.93,26.0
EML-02953,RFQ-0179,V011,outbound,2024-02-12 09:15:00,procurement@meridian-industrial.com,lisa@solarispower.com,Request for Quotation – RFQ-0179 – Electrical Components,"Dear Lisa, please find attached our RFQ RFQ-0179 for Electrical Components components. Bid deadline: 2024-02-26. Target delivery: 2024-03-11. Please confirm receipt.",,
EML-02954,RFQ-0179,V021,outbound,2024-02-12 09:15:00,procurement@meridian-industrial.com,terry@heliosmicros.com,Request for Quotation – RFQ-0179 – Electrical Components,"Dear Terry, please find attached our RFQ RFQ-0179 for Electrical Components components. Bid deadline: 2024-02-26. Target delivery: 2024-03-20. Please confirm receipt.",,
EML-02955,RFQ-0179,V021,inbound,2024-02-24 15:11:00,terry@heliosmicros.com,procurement@meridian-industrial.com,Quotation Submission – RFQ-0179 – Helios Micro Systems,"Dear Procurement Team, please find our quotation for RFQ-0179. Unit price: USD 530.77. Total: USD 90,761.67. Lead time: 27 days. Valid 30 days. We look forward to your favourable consideration.",90761.67,27.0
EML-02956,RFQ-0179,V002,outbound,2024-02-12 09:15:00,procurement@meridian-industrial.com,lance@tanakaelectr.com,Request for Quotation – RFQ-0179 – Electrical Components,"Dear Lance, please find attached our RFQ RFQ-0179 for Electrical Components components. Bid deadline: 2024-02-26. Target delivery: 2024-03-24. Please confirm receipt.",,
EML-02957,RFQ-0179,V002,inbound,2024-02-24 13:30:00,lance@tanakaelectr.com,procurement@meridian-industrial.com,Quotation Submission – RFQ-0179 – Tanaka Electrical KK,"Dear Procurement Team, please find our quotation for RFQ-0179. Unit price: USD 515.37. Total: USD 88,128.27. Lead time: 31 days. Valid 30 days. We look forward to your favourable consideration.",88128.27,31.0
EML-02958,RFQ-0179,V013,outbound,2024-02-12 09:15:00,procurement@meridian-industrial.com,john@vantagesenso.com,Request for Quotation – RFQ-0179 – Electrical Components,"Dear John, please find attached our RFQ RFQ-0179 for Electrical Components components. Bid deadline: 2024-02-26. Target delivery: 2024-03-19. Please confirm receipt.",,
EML-02959,RFQ-0179,V016,outbound,2024-02-12 09:15:00,procurement@meridian-industrial.com,james@precisionarc.com,Request for Quotation – RFQ-0179 – Electrical Components,"Dear James, please find attached our RFQ RFQ-0179 for Electrical Components components. Bid deadline: 2024-02-26. Target delivery: 2024-03-23. Please confirm receipt.",,
EML-02960,RFQ-0179,V016,inbound,2024-02-25 15:34:00,james@precisionarc.com,procurement@meridian-industrial.com,Quotation Submission – RFQ-0179 – Precision Arc Systems,"Dear Procurement Team, please find our quotation for RFQ-0179. Unit price: USD 433.58. Total: USD 74,142.18. Lead time: 24 days. Valid 30 days. We look forward to your favourable consideration.",74142.18,24.0
EML-02961,RFQ-0179,V018,outbound,2024-02-12 09:15:00,procurement@meridian-industrial.com,jennifer@guangzhoumec.com,Request for Quotation – RFQ-0179 – Electrical Components,"Dear Jennifer, please find attached our RFQ RFQ-0179 for Electrical Components components. Bid deadline: 2024-02-26. Target delivery: 2024-03-24. Please confirm receipt.",,
