so_line_id,sales_order_id,line_no,material_code,description,category,quantity,unit,unit_price_usd,line_value_usd
SO-2024-0159-L01,SO-2024-0159,1,ELEC-3304,PLC I/O Module 32-channel DI,Electrical Components,75,pcs,414.82,31111.5
SO-2024-0159-L02,SO-2024-0159,2,MECH-2203,Servo Coupling 14/19mm,Mechanical Parts,112,pcs,36.19,4053.28
SO-2024-0159-L03,SO-2024-0159,3,ELEC-3303,Limit Switch IP67 Stainless,Electrical Components,70,pcs,20.25,1417.5
SO-2024-0159-L04,SO-2024-0159,4,MECH-2201,Precision Ball Screw Assy 25mm,Mechanical Parts,27,pcs,407.67,11007.09
SO-2024-0159-L05,SO-2024-0159,5,RAW-4405,HDPE Rod 50mm dia,Raw Materials,27,m,16.38,442.26
SO-2024-0159-L06,SO-2024-0159,6,RAW-4402,Aluminium Extrusion 6061-T6,Raw Materials,21,kg,2.99,62.79
SO-2024-0160-L01,SO-2024-0160,1,RAW-4405,HDPE Rod 50mm dia,Raw Materials,55,m,17.78,977.9
SO-2024-0160-L02,SO-2024-0160,2,ELEC-3302,Encoder 2500 PPR Differential,Electrical Components,42,pcs,100.23,4209.66
SO-2024-0160-L03,SO-2024-0160,3,RAW-4404,Stainless 316L Sheet 2mm,Raw Materials,22,kg,3.95,86.9
SO-2024-0160-L04,SO-2024-0160,4,ELEC-3305,Power Supply 24VDC 20A DIN,Electrical Components,82,pcs,119.5,9799.0
SO-2024-0160-L05,SO-2024-0160,5,MECH-2204,Spindle Bearing Set NSK 7210,Mechanical Parts,100,pcs,235.61,23561.0
SO-2024-0160-L06,SO-2024-0160,6,MECH-2205,Cast Iron Bed Section Grade 300,Mechanical Parts,112,kg,4.32,483.84
SO-2024-0161-L01,SO-2024-0161,1,MECH-2204,Spindle Bearing Set NSK 7210,Mechanical Parts,96,pcs,224.53,21554.88
SO-2024-0161-L02,SO-2024-0161,2,RAW-4405,HDPE Rod 50mm dia,Raw Materials,49,m,17.53,858.97
SO-2024-0161-L03,SO-2024-0161,3,ELEC-3305,Power Supply 24VDC 20A DIN,Electrical Components,21,pcs,129.35,2716.35
SO-2024-0162-L01,SO-2024-0162,1,RAW-4402,Aluminium Extrusion 6061-T6,Raw Materials,76,kg,3.33,253.08
SO-2024-0162-L02,SO-2024-0162,2,RAW-4401,Steel HR Coil 3mm S235,Raw Materials,78,MT,774.84,60437.52
SO-2024-0162-L03,SO-2024-0162,3,ELEC-3301,Servo Drive 5.5kW Siemens-compat,Electrical Components,95,pcs,1775.24,168647.8
SO-2024-0162-L04,SO-2024-0162,4,RAW-4405,HDPE Rod 50mm dia,Raw Materials,100,m,17.36,1736.0
SO-2024-0162-L05,SO-2024-0162,5,MECH-2202,Linear Guide Rail 1500mm,Mechanical Parts,73,pcs,155.01,11315.73
SO-2024-0162-L06,SO-2024-0162,6,RAW-4403,Copper Busbar 40×4mm,Raw Materials,113,m,21.38,2415.94
SO-2024-0163-L01,SO-2024-0163,1,MECH-2201,Precision Ball Screw Assy 25mm,Mechanical Parts,30,pcs,390.68,11720.4
SO-2024-0163-L02,SO-2024-0163,2,RAW-4401,Steel HR Coil 3mm S235,Raw Materials,105,MT,704.48,73970.4
SO-2024-0163-L03,SO-2024-0163,3,RAW-4405,HDPE Rod 50mm dia,Raw Materials,41,m,16.1,660.1
SO-2024-0164-L01,SO-2024-0164,1,RAW-4403,Copper Busbar 40×4mm,Raw Materials,50,m,24.51,1225.5
SO-2024-0164-L02,SO-2024-0164,2,ELEC-3304,PLC I/O Module 32-channel DI,Electrical Components,18,pcs,389.29,7007.22
SO-2024-0164-L03,SO-2024-0164,3,MECH-2201,Precision Ball Screw Assy 25mm,Mechanical Parts,91,pcs,409.58,37271.78
SO-2024-0165-L01,SO-2024-0165,1,ELEC-3304,PLC I/O Module 32-channel DI,Electrical Components,107,pcs,395.69,42338.83
SO-2024-0165-L02,SO-2024-0165,2,RAW-4403,Copper Busbar 40×4mm,Raw Materials,93,m,23.32,2168.76
SO-2024-0165-L03,SO-2024-0165,3,RAW-4404,Stainless 316L Sheet 2mm,Raw Materials,53,kg,4.23,224.19
SO-2024-0166-L01,SO-2024-0166,1,RAW-4402,Aluminium Extrusion 6061-T6,Raw Materials,30,kg,3.46,103.8
SO-2024-0166-L02,SO-2024-0166,2,MECH-2205,Cast Iron Bed Section Grade 300,Mechanical Parts,104,kg,4.58,476.32
SO-2024-0167-L01,SO-2024-0167,1,ELEC-3304,PLC I/O Module 32-channel DI,Electrical Components,62,pcs,354.19,21959.78
SO-2024-0167-L02,SO-2024-0167,2,RAW-4402,Aluminium Extrusion 6061-T6,Raw Materials,92,kg,2.97,273.24
SO-2024-0167-L03,SO-2024-0167,3,ELEC-3305,Power Supply 24VDC 20A DIN,Electrical Components,27,pcs,120.73,3259.71
SO-2024-0167-L04,SO-2024-0167,4,MECH-2204,Spindle Bearing Set NSK 7210,Mechanical Parts,20,pcs,228.86,4577.2
SO-2024-0167-L05,SO-2024-0167,5,RAW-4404,Stainless 316L Sheet 2mm,Raw Materials,59,kg,4.11,242.49
SO-2024-0167-L06,SO-2024-0167,6,MECH-2205,Cast Iron Bed Section Grade 300,Mechanical Parts,38,kg,3.41,129.58
SO-2024-0168-L01,SO-2024-0168,1,RAW-4402,Aluminium Extrusion 6061-T6,Raw Materials,81,kg,2.95,238.95
SO-2024-0168-L02,SO-2024-0168,2,MECH-2203,Servo Coupling 14/19mm,Mechanical Parts,85,pcs,36.62,3112.7
SO-2024-0168-L03,SO-2024-0168,3,MECH-2201,Precision Ball Screw Assy 25mm,Mechanical Parts,89,pcs,392.05,34892.45
SO-2024-0168-L04,SO-2024-0168,4,RAW-4404,Stainless 316L Sheet 2mm,Raw Materials,106,kg,4.43,469.58
SO-2024-0168-L05,SO-2024-0168,5,ELEC-3301,Servo Drive 5.5kW Siemens-compat,Electrical Components,50,pcs,1671.86,83593.0
SO-2024-0169-L01,SO-2024-0169,1,MECH-2202,Linear Guide Rail 1500mm,Mechanical Parts,73,pcs,159.12,11615.76
SO-2024-0169-L02,SO-2024-0169,2,RAW-4403,Copper Busbar 40×4mm,Raw Materials,49,m,19.77,968.73
SO-2024-0169-L03,SO-2024-0169,3,ELEC-3304,PLC I/O Module 32-channel DI,Electrical Components,32,pcs,393.07,12578.24
SO-2024-0169-L04,SO-2024-0169,4,MECH-2203,Servo Coupling 14/19mm,Mechanical Parts,47,pcs,33.05,1553.35
SO-2024-0169-L05,SO-2024-0169,5,ELEC-3302,Encoder 2500 PPR Differential,Electrical Components,32,pcs,113.66,3637.12
SO-2024-0169-L06,SO-2024-0169,6,RAW-4404,Stainless 316L Sheet 2mm,Raw Materials,84,kg,4.38,367.92
SO-2024-0170-L01,SO-2024-0170,1,RAW-4401,Steel HR Coil 3mm S235,Raw Materials,62,MT,711.63,44121.06
SO-2024-0170-L02,SO-2024-0170,2,ELEC-3301,Servo Drive 5.5kW Siemens-compat,Electrical Components,87,pcs,1834.11,159567.57
SO-2024-0171-L01,SO-2024-0171,1,RAW-4405,HDPE Rod 50mm dia,Raw Materials,74,m,16.34,1209.16
SO-2024-0171-L02,SO-2024-0171,2,RAW-4403,Copper Busbar 40×4mm,Raw Materials,8,m,25.29,202.32
SO-2024-0171-L03,SO-2024-0171,3,MECH-2202,Linear Guide Rail 1500mm,Mechanical Parts,110,pcs,171.97,18916.7
SO-2024-0171-L04,SO-2024-0171,4,ELEC-3302,Encoder 2500 PPR Differential,Electrical Components,70,pcs,109.68,7677.6
SO-2024-0171-L05,SO-2024-0171,5,MECH-2205,Cast Iron Bed Section Grade 300,Mechanical Parts,62,kg,3.98,246.76
SO-2024-0172-L01,SO-2024-0172,1,MECH-2202,Linear Guide Rail 1500mm,Mechanical Parts,85,pcs,147.29,12519.65
SO-2024-0172-L02,SO-2024-0172,2,RAW-4405,HDPE Rod 50mm dia,Raw Materials,90,m,15.78,1420.2
SO-2024-0172-L03,SO-2024-0172,3,MECH-2203,Servo Coupling 14/19mm,Mechanical Parts,32,pcs,40.11,1283.52
SO-2024-0172-L04,SO-2024-0172,4,ELEC-3304,PLC I/O Module 32-channel DI,Electrical Components,59,pcs,406.85,24004.15
SO-2024-0172-L05,SO-2024-0172,5,RAW-4402,Aluminium Extrusion 6061-T6,Raw Materials,31,kg,3.38,104.78
SO-2024-0172-L06,SO-2024-0172,6,MECH-2201,Precision Ball Screw Assy 25mm,Mechanical Parts,94,pcs,415.15,39024.1
SO-2024-0173-L01,SO-2024-0173,1,MECH-2201,Precision Ball Screw Assy 25mm,Mechanical Parts,47,pcs,381.52,17931.44
SO-2024-0173-L02,SO-2024-0173,2,ELEC-3303,Limit Switch IP67 Stainless,Electrical Components,14,pcs,14.43,202.02
SO-2024-0173-L03,SO-2024-0173,3,RAW-4402,Aluminium Extrusion 6061-T6,Raw Materials,106,kg,3.13,331.78
SO-2024-0174-L01,SO-2024-0174,1,ELEC-3302,Encoder 2500 PPR Differential,Electrical Components,45,pcs,88.46,3980.7
SO-2024-0174-L02,SO-2024-0174,2,ELEC-3303,Limit Switch IP67 Stainless,Electrical Components,91,pcs,14.95,1360.45
SO-2024-0174-L03,SO-2024-0174,3,RAW-4401,Steel HR Coil 3mm S235,Raw Materials,5,MT,747.73,3738.65
SO-2024-0174-L04,SO-2024-0174,4,RAW-4405,HDPE Rod 50mm dia,Raw Materials,84,m,12.38,1039.92
SO-2024-0174-L05,SO-2024-0174,5,RAW-4402,Aluminium Extrusion 6061-T6,Raw Materials,100,kg,3.43,343.0
SO-2024-0175-L01,SO-2024-0175,1,MECH-2205,Cast Iron Bed Section Grade 300,Mechanical Parts,92,kg,3.68,338.56
SO-2024-0175-L02,SO-2024-0175,2,RAW-4403,Copper Busbar 40×4mm,Raw Materials,16,m,20.25,324.0
SO-2024-0176-L01,SO-2024-0176,1,MECH-2203,Servo Coupling 14/19mm,Mechanical Parts,106,pcs,39.16,4150.96
SO-2024-0176-L02,SO-2024-0176,2,ELEC-3304,PLC I/O Module 32-channel DI,Electrical Components,74,pcs,363.6,26906.4
SO-2024-0176-L03,SO-2024-0176,3,MECH-2204,Spindle Bearing Set NSK 7210,Mechanical Parts,86,pcs,217.2,18679.2
SO-2024-0176-L04,SO-2024-0176,4,RAW-4405,HDPE Rod 50mm dia,Raw Materials,91,m,17.32,1576.12
SO-2024-0176-L05,SO-2024-0176,5,ELEC-3302,Encoder 2500 PPR Differential,Electrical Components,106,pcs,111.41,11809.46
SO-2024-0177-L01,SO-2024-0177,1,RAW-4404,Stainless 316L Sheet 2mm,Raw Materials,78,kg,4.46,347.88
SO-2024-0177-L02,SO-2024-0177,2,ELEC-3304,PLC I/O Module 32-channel DI,Electrical Components,73,pcs,383.8,28017.4
SO-2024-0177-L03,SO-2024-0177,3,MECH-2203,Servo Coupling 14/19mm,Mechanical Parts,15,pcs,32.27,484.05
SO-2024-0177-L04,SO-2024-0177,4,MECH-2202,Linear Guide Rail 1500mm,Mechanical Parts,100,pcs,170.95,17095.0
SO-2024-0177-L05,SO-2024-0177,5,MECH-2201,Precision Ball Screw Assy 25mm,Mechanical Parts,97,pcs,393.75,38193.75
SO-2024-0177-L06,SO-2024-0177,6,RAW-4401,Steel HR Coil 3mm S235,Raw Materials,57,MT,771.51,43976.07
SO-2024-0178-L01,SO-2024-0178,1,RAW-4404,Stainless 316L Sheet 2mm,Raw Materials,114,kg,3.86,440.04
SO-2024-0178-L02,SO-2024-0178,2,MECH-2205,Cast Iron Bed Section Grade 300,Mechanical Parts,101,kg,4.69,473.69
SO-2024-0178-L03,SO-2024-0178,3,MECH-2204,Spindle Bearing Set NSK 7210,Mechanical Parts,75,pcs,233.06,17479.5
SO-2024-0178-L04,SO-2024-0178,4,MECH-2202,Linear Guide Rail 1500mm,Mechanical Parts,75,pcs,147.56,11067.0
SO-2024-0178-L05,SO-2024-0178,5,MECH-2203,Servo Coupling 14/19mm,Mechanical Parts,90,pcs,28.94,2604.6
SO-2024-0178-L06,SO-2024-0178,6,ELEC-3305,Power Supply 24VDC 20A DIN,Electrical Components,17,pcs,101.91,1732.47
SO-2024-0179-L01,SO-2024-0179,1,RAW-4401,Steel HR Coil 3mm S235,Raw Materials,17,MT,715.66,12166.22
SO-2024-0179-L02,SO-2024-0179,2,RAW-4405,HDPE Rod 50mm dia,Raw Materials,13,m,17.4,226.2
SO-2024-0179-L03,SO-2024-0179,3,MECH-2204,Spindle Bearing Set NSK 7210,Mechanical Parts,45,pcs,234.29,10543.05
SO-2024-0180-L01,SO-2024-0180,1,ELEC-3305,Power Supply 24VDC 20A DIN,Electrical Components,5,pcs,105.96,529.8
SO-2024-0180-L02,SO-2024-0180,2,ELEC-3301,Servo Drive 5.5kW Siemens-compat,Electrical Components,105,pcs,1716.46,180228.3
SO-2024-0180-L03,SO-2024-0180,3,RAW-4403,Copper Busbar 40×4mm,Raw Materials,99,m,23.13,2289.87
SO-2024-0180-L04,SO-2024-0180,4,RAW-4404,Stainless 316L Sheet 2mm,Raw Materials,40,kg,4.72,188.8
SO-2024-0180-L05,SO-2024-0180,5,ELEC-3302,Encoder 2500 PPR Differential,Electrical Components,22,pcs,106.35,2339.7
SO-2024-0180-L06,SO-2024-0180,6,MECH-2203,Servo Coupling 14/19mm,Mechanical Parts,47,pcs,40.29,1893.63
SO-2024-0181-L01,SO-2024-0181,1,ELEC-3304,PLC I/O Module 32-channel DI,Electrical Components,15,pcs,407.34,6110.1
SO-2024-0181-L02,SO-2024-0181,2,MECH-2202,Linear Guide Rail 1500mm,Mechanical Parts,114,pcs,173.93,19828.02
SO-2024-0181-L03,SO-2024-0181,3,MECH-2203,Servo Coupling 14/19mm,Mechanical Parts,119,pcs,35.54,4229.26
SO-2024-0181-L04,SO-2024-0181,4,RAW-4401,Steel HR Coil 3mm S235,Raw Materials,38,MT,756.02,28728.76
SO-2024-0181-L05,SO-2024-0181,5,ELEC-3305,Power Supply 24VDC 20A DIN,Electrical Components,85,pcs,97.68,8302.8
SO-2024-0182-L01,SO-2024-0182,1,RAW-4404,Stainless 316L Sheet 2mm,Raw Materials,79,kg,4.25,335.75
SO-2024-0182-L02,SO-2024-0182,2,ELEC-3305,Power Supply 24VDC 20A DIN,Electrical Components,80,pcs,102.45,8196.0
SO-2024-0183-L01,SO-2024-0183,1,RAW-4401,Steel HR Coil 3mm S235,Raw Materials,33,MT,770.23,25417.59
SO-2024-0183-L02,SO-2024-0183,2,RAW-4403,Copper Busbar 40×4mm,Raw Materials,80,m,23.87,1909.6
SO-2024-0183-L03,SO-2024-0183,3,MECH-2203,Servo Coupling 14/19mm,Mechanical Parts,42,pcs,29.87,1254.54
SO-2024-0183-L04,SO-2024-0183,4,ELEC-3301,Servo Drive 5.5kW Siemens-compat,Electrical Components,69,pcs,1803.12,124415.28
SO-2024-0183-L05,SO-2024-0183,5,ELEC-3302,Encoder 2500 PPR Differential,Electrical Components,55,pcs,97.82,5380.1
SO-2024-0184-L01,SO-2024-0184,1,MECH-2203,Servo Coupling 14/19mm,Mechanical Parts,89,pcs,40.21,3578.69
SO-2024-0184-L02,SO-2024-0184,2,ELEC-3303,Limit Switch IP67 Stainless,Electrical Components,23,pcs,19.89,457.47
SO-2024-0184-L03,SO-2024-0184,3,RAW-4405,HDPE Rod 50mm dia,Raw Materials,66,m,17.64,1164.24
SO-2024-0184-L04,SO-2024-0184,4,RAW-4403,Copper Busbar 40×4mm,Raw Materials,10,m,19.75,197.5
SO-2024-0184-L05,SO-2024-0184,5,ELEC-3305,Power Supply 24VDC 20A DIN,Electrical Components,67,pcs,103.11,6908.37
SO-2024-0184-L06,SO-2024-0184,6,RAW-4401,Steel HR Coil 3mm S235,Raw Materials,38,MT,723.25,27483.5
SO-2024-0185-L01,SO-2024-0185,1,ELEC-3303,Limit Switch IP67 Stainless,Electrical Components,46,pcs,14.83,682.18
SO-2024-0185-L02,SO-2024-0185,2,RAW-4405,HDPE Rod 50mm dia,Raw Materials,71,m,15.8,1121.8
SO-2024-0185-L03,SO-2024-0185,3,MECH-2201,Precision Ball Screw Assy 25mm,Mechanical Parts,40,pcs,413.39,16535.6
SO-2024-0185-L04,SO-2024-0185,4,RAW-4403,Copper Busbar 40×4mm,Raw Materials,38,m,22.63,859.94
SO-2024-0185-L05,SO-2024-0185,5,RAW-4401,Steel HR Coil 3mm S235,Raw Materials,77,MT,705.65,54335.05
SO-2024-0186-L01,SO-2024-0186,1,MECH-2205,Cast Iron Bed Section Grade 300,Mechanical Parts,109,kg,4.59,500.31
SO-2024-0186-L02,SO-2024-0186,2,ELEC-3302,Encoder 2500 PPR Differential,Electrical Components,67,pcs,109.4,7329.8
SO-2024-0186-L03,SO-2024-0186,3,MECH-2204,Spindle Bearing Set NSK 7210,Mechanical Parts,118,pcs,240.21,28344.78
SO-2024-0186-L04,SO-2024-0186,4,ELEC-3304,PLC I/O Module 32-channel DI,Electrical Components,69,pcs,410.56,28328.64
SO-2024-0186-L05,SO-2024-0186,5,RAW-4404,Stainless 316L Sheet 2mm,Raw Materials,61,kg,3.98,242.78
SO-2024-0186-L06,SO-2024-0186,6,ELEC-3301,Servo Drive 5.5kW Siemens-compat,Electrical Components,14,pcs,1804.36,25261.04
SO-2024-0187-L01,SO-2024-0187,1,ELEC-3305,Power Supply 24VDC 20A DIN,Electrical Components,34,pcs,109.51,3723.34
SO-2024-0187-L02,SO-2024-0187,2,RAW-4402,Aluminium Extrusion 6061-T6,Raw Materials,47,kg,3.55,166.85
SO-2024-0187-L03,SO-2024-0187,3,MECH-2202,Linear Guide Rail 1500mm,Mechanical Parts,66,pcs,168.63,11129.58
SO-2024-0187-L04,SO-2024-0187,4,RAW-4401,Steel HR Coil 3mm S235,Raw Materials,66,MT,708.96,46791.36
SO-2024-0188-L01,SO-2024-0188,1,MECH-2201,Precision Ball Screw Assy 25mm,Mechanical Parts,80,pcs,386.45,30916.0
SO-2024-0188-L02,SO-2024-0188,2,MECH-2203,Servo Coupling 14/19mm,Mechanical Parts,85,pcs,35.18,2990.3
SO-2024-0188-L03,SO-2024-0188,3,ELEC-3305,Power Supply 24VDC 20A DIN,Electrical Components,119,pcs,115.03,13688.57
SO-2024-0189-L01,SO-2024-0189,1,ELEC-3302,Encoder 2500 PPR Differential,Electrical Components,15,pcs,93.85,1407.75
SO-2024-0189-L02,SO-2024-0189,2,ELEC-3305,Power Supply 24VDC 20A DIN,Electrical Components,82,pcs,129.75,10639.5
SO-2024-0189-L03,SO-2024-0189,3,RAW-4404,Stainless 316L Sheet 2mm,Raw Materials,116,kg,4.33,502.28
SO-2024-0189-L04,SO-2024-0189,4,RAW-4401,Steel HR Coil 3mm S235,Raw Materials,33,MT,764.73,25236.09
SO-2024-0189-L05,SO-2024-0189,5,MECH-2201,Precision Ball Screw Assy 25mm,Mechanical Parts,81,pcs,385.71,31242.51
SO-2024-0189-L06,SO-2024-0189,6,MECH-2205,Cast Iron Bed Section Grade 300,Mechanical Parts,79,kg,4.51,356.29
SO-2024-0190-L01,SO-2024-0190,1,RAW-4402,Aluminium Extrusion 6061-T6,Raw Materials,63,kg,3.44,216.72
SO-2024-0190-L02,SO-2024-0190,2,RAW-4401,Steel HR Coil 3mm S235,Raw Materials,13,MT,710.68,9238.84
SO-2024-0190-L03,SO-2024-0190,3,ELEC-3301,Servo Drive 5.5kW Siemens-compat,Electrical Components,54,pcs,1689.66,91241.64
SO-2024-0191-L01,SO-2024-0191,1,RAW-4404,Stainless 316L Sheet 2mm,Raw Materials,65,kg,4.79,311.35
SO-2024-0191-L02,SO-2024-0191,2,MECH-2203,Servo Coupling 14/19mm,Mechanical Parts,81,pcs,28.55,2312.55
SO-2024-0191-L03,SO-2024-0191,3,ELEC-3305,Power Supply 24VDC 20A DIN,Electrical Components,105,pcs,113.6,11928.0
SO-2024-0191-L04,SO-2024-0191,4,MECH-2202,Linear Guide Rail 1500mm,Mechanical Parts,101,pcs,149.11,15060.11
SO-2024-0191-L05,SO-2024-0191,5,RAW-4405,HDPE Rod 50mm dia,Raw Materials,66,m,15.96,1053.36
SO-2024-0192-L01,SO-2024-0192,1,ELEC-3302,Encoder 2500 PPR Differential,Electrical Components,34,pcs,113.34,3853.56
SO-2024-0192-L02,SO-2024-0192,2,ELEC-3301,Servo Drive 5.5kW Siemens-compat,Electrical Components,66,pcs,1886.87,124533.42
SO-2024-0192-L03,SO-2024-0192,3,MECH-2201,Precision Ball Screw Assy 25mm,Mechanical Parts,53,pcs,394.02,20883.06
SO-2024-0192-L04,SO-2024-0192,4,RAW-4402,Aluminium Extrusion 6061-T6,Raw Materials,107,kg,3.57,381.99
SO-2024-0192-L05,SO-2024-0192,5,ELEC-3304,PLC I/O Module 32-channel DI,Electrical Components,102,pcs,406.98,41511.96
SO-2024-0192-L06,SO-2024-0192,6,RAW-4405,HDPE Rod 50mm dia,Raw Materials,78,m,12.59,982.02
SO-2024-0193-L01,SO-2024-0193,1,MECH-2205,Cast Iron Bed Section Grade 300,Mechanical Parts,117,kg,4.07,476.19
SO-2024-0193-L02,SO-2024-0193,2,ELEC-3305,Power Supply 24VDC 20A DIN,Electrical Components,37,pcs,101.62,3759.94
SO-2024-0194-L01,SO-2024-0194,1,ELEC-3304,PLC I/O Module 32-channel DI,Electrical Components,53,pcs,392.36,20795.08
SO-2024-0194-L02,SO-2024-0194,2,MECH-2201,Precision Ball Screw Assy 25mm,Mechanical Parts,93,pcs,412.17,38331.81
SO-2024-0195-L01,SO-2024-0195,1,MECH-2205,Cast Iron Bed Section Grade 300,Mechanical Parts,83,kg,3.64,302.12
SO-2024-0195-L02,SO-2024-0195,2,RAW-4405,HDPE Rod 50mm dia,Raw Materials,92,m,14.38,1322.96
SO-2024-0195-L03,SO-2024-0195,3,ELEC-3304,PLC I/O Module 32-channel DI,Electrical Components,31,pcs,373.06,11564.86
SO-2024-0195-L04,SO-2024-0195,4,ELEC-3302,Encoder 2500 PPR Differential,Electrical Components,105,pcs,103.05,10820.25
SO-2024-0195-L05,SO-2024-0195,5,ELEC-3305,Power Supply 24VDC 20A DIN,Electrical Components,27,pcs,107.96,2914.92
SO-2024-0195-L06,SO-2024-0195,6,ELEC-3301,Servo Drive 5.5kW Siemens-compat,Electrical Components,76,pcs,1795.13,136429.88
SO-2024-0196-L01,SO-2024-0196,1,RAW-4404,Stainless 316L Sheet 2mm,Raw Materials,20,kg,4.62,92.4
SO-2024-0196-L02,SO-2024-0196,2,RAW-4405,HDPE Rod 50mm dia,Raw Materials,62,m,16.7,1035.4
SO-2024-0196-L03,SO-2024-0196,3,RAW-4401,Steel HR Coil 3mm S235,Raw Materials,25,MT,699.03,17475.75
SO-2024-0197-L01,SO-2024-0197,1,RAW-4402,Aluminium Extrusion 6061-T6,Raw Materials,86,kg,2.9,249.4
SO-2024-0197-L02,SO-2024-0197,2,RAW-4401,Steel HR Coil 3mm S235,Raw Materials,16,MT,764.09,12225.44
SO-2024-0197-L03,SO-2024-0197,3,RAW-4405,HDPE Rod 50mm dia,Raw Materials,65,m,17.56,1141.4
SO-2024-0197-L04,SO-2024-0197,4,MECH-2201,Precision Ball Screw Assy 25mm,Mechanical Parts,60,pcs,383.53,23011.8
SO-2024-0197-L05,SO-2024-0197,5,MECH-2203,Servo Coupling 14/19mm,Mechanical Parts,38,pcs,31.1,1181.8
SO-2024-0197-L06,SO-2024-0197,6,ELEC-3302,Encoder 2500 PPR Differential,Electrical Components,15,pcs,104.44,1566.6
SO-2024-0198-L01,SO-2024-0198,1,RAW-4402,Aluminium Extrusion 6061-T6,Raw Materials,86,kg,3.34,287.24
SO-2024-0198-L02,SO-2024-0198,2,ELEC-3305,Power Supply 24VDC 20A DIN,Electrical Components,6,pcs,102.06,612.36
SO-2024-0198-L03,SO-2024-0198,3,MECH-2201,Precision Ball Screw Assy 25mm,Mechanical Parts,89,pcs,417.23,37133.47
SO-2024-0198-L04,SO-2024-0198,4,MECH-2203,Servo Coupling 14/19mm,Mechanical Parts,71,pcs,32.0,2272.0
SO-2024-0199-L01,SO-2024-0199,1,ELEC-3305,Power Supply 24VDC 20A DIN,Electrical Components,9,pcs,107.59,968.31
SO-2024-0199-L02,SO-2024-0199,2,MECH-2203,Servo Coupling 14/19mm,Mechanical Parts,88,pcs,28.0,2464.0
SO-2024-0199-L03,SO-2024-0199,3,RAW-4401,Steel HR Coil 3mm S235,Raw Materials,25,MT,697.82,17445.5
SO-2024-0200-L01,SO-2024-0200,1,ELEC-3305,Power Supply 24VDC 20A DIN,Electrical Components,16,pcs,114.24,1827.84
SO-2024-0200-L02,SO-2024-0200,2,MECH-2204,Spindle Bearing Set NSK 7210,Mechanical Parts,97,pcs,251.49,24394.53
SO-2024-0200-L03,SO-2024-0200,3,ELEC-3304,PLC I/O Module 32-channel DI,Electrical Components,79,pcs,367.85,29060.15
SO-2024-0200-L04,SO-2024-0200,4,MECH-2201,Precision Ball Screw Assy 25mm,Mechanical Parts,109,pcs,391.06,42625.54
SO-2024-0200-L05,SO-2024-0200,5,MECH-2202,Linear Guide Rail 1500mm,Mechanical Parts,82,pcs,178.71,14654.22
SO-2024-0201-L01,SO-2024-0201,1,MECH-2203,Servo Coupling 14/19mm,Mechanical Parts,76,pcs,29.01,2204.76
SO-2024-0201-L02,SO-2024-0201,2,ELEC-3302,Encoder 2500 PPR Differential,Electrical Components,42,pcs,97.18,4081.56
SO-2024-0201-L03,SO-2024-0201,3,ELEC-3304,PLC I/O Module 32-channel DI,Electrical Components,19,pcs,404.24,7680.56
SO-2024-0201-L04,SO-2024-0201,4,MECH-2202,Linear Guide Rail 1500mm,Mechanical Parts,37,pcs,175.66,6499.42
SO-2024-0202-L01,SO-2024-0202,1,ELEC-3303,Limit Switch IP67 Stainless,Electrical Components,119,pcs,18.69,2224.11
SO-2024-0202-L02,SO-2024-0202,2,RAW-4403,Copper Busbar 40×4mm,Raw Materials,8,m,21.86,174.88
SO-2024-0202-L03,SO-2024-0202,3,MECH-2204,Spindle Bearing Set NSK 7210,Mechanical Parts,38,pcs,213.38,8108.44
SO-2024-0202-L04,SO-2024-0202,4,ELEC-3301,Servo Drive 5.5kW Siemens-compat,Electrical Components,86,pcs,1886.6,162247.6
SO-2024-0202-L05,SO-2024-0202,5,RAW-4405,HDPE Rod 50mm dia,Raw Materials,33,m,16.06,529.98
SO-2024-0202-L06,SO-2024-0202,6,RAW-4401,Steel HR Coil 3mm S235,Raw Materials,34,MT,762.01,25908.34
SO-2024-0203-L01,SO-2024-0203,1,RAW-4402,Aluminium Extrusion 6061-T6,Raw Materials,38,kg,3.12,118.56
SO-2024-0203-L02,SO-2024-0203,2,RAW-4404,Stainless 316L Sheet 2mm,Raw Materials,16,kg,4.24,67.84
SO-2024-0204-L01,SO-2024-0204,1,ELEC-3303,Limit Switch IP67 Stainless,Electrical Components,32,pcs,21.15,676.8
SO-2024-0204-L02,SO-2024-0204,2,ELEC-3301,Servo Drive 5.5kW Siemens-compat,Electrical Components,39,pcs,1704.84,66488.76
SO-2024-0204-L03,SO-2024-0204,3,RAW-4404,Stainless 316L Sheet 2mm,Raw Materials,100,kg,4.55,455.0
SO-2024-0205-L01,SO-2024-0205,1,RAW-4404,Stainless 316L Sheet 2mm,Raw Materials,34,kg,4.02,136.68
SO-2024-0205-L02,SO-2024-0205,2,MECH-2205,Cast Iron Bed Section Grade 300,Mechanical Parts,36,kg,4.54,163.44
SO-2024-0205-L03,SO-2024-0205,3,MECH-2204,Spindle Bearing Set NSK 7210,Mechanical Parts,50,pcs,217.8,10890.0
SO-2024-0206-L01,SO-2024-0206,1,MECH-2201,Precision Ball Screw Assy 25mm,Mechanical Parts,84,pcs,392.62,32980.08
SO-2024-0206-L02,SO-2024-0206,2,RAW-4403,Copper Busbar 40×4mm,Raw Materials,119,m,25.88,3079.72
